"ensembl"	"external_gene_name"	"Mia_HighGluc_CONT_Rep1"	"Mia_HighGluc_CONT_Rep2"	"Mia_HighGluc_CONT_Rep3"	"Mia_HighGluc_KO_Rep1"	"Mia_HighGluc_KO_Rep2"	"Mia_HighGluc_KO_Rep3"	"Mia_LowGluc_CONT_Rep1"	"Mia_LowGluc_CONT_Rep2"	"Mia_LowGluc_CONT_Rep3"	"Mia_LowGluc_KO_Rep1"	"Mia_LowGluc_KO_Rep2"	"Mia_LowGluc_KO_Rep3"
"ENSG00000156515"	"HK1"	32.49	34.14	29.31	25.68	25.04	24.88	30.54	36.88	41.09	29.17	27.38	33.17
"ENSG00000156521"	"TYSND1"	11.58	11.06	10.67	13.75	14.76	13.82	8.99	10.83	11.73	11.34	11.2	11.68
"ENSG00000156531"	"PHF6"	20.39	19.68	17.76	15.36	14.91	16.98	14.39	19.07	20.19	16.61	16.3	18.49
"ENSG00000156535"	"CD109"	6.81	5.87	5.47	1.09	0.77	1.36	0.79	1.06	1.1	0.53	0.57	0.7
"ENSG00000156564"	"LRFN2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000156574"	"NODAL"	0.03	0.02	0.02	0.02	0.02	0.04	0.02	0.01	0.04	0.02	0	0.01
"ENSG00000156575"	"PRG3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000156587"	"UBE2L6"	7.78	6.05	6.21	10.63	9.61	11.21	13.08	16.9	18.59	9.61	10	10.38
"ENSG00000156599"	"ZDHHC5"	11.81	12.35	11.15	9.34	9.04	9.27	8.15	10.34	11.69	4.97	4.92	5.17
"ENSG00000156603"	"MED19"	9.7	10.15	8.33	6.48	6.97	7.14	9.46	10.46	8.08	9	9.06	9.21
"ENSG00000156639"	"ZFAND3"	12.5	14.04	13.02	11.84	11.99	11.91	26.51	29.06	25.33	24.27	20.2	27.76
"ENSG00000156642"	"NPTN"	24.59	25.08	22.96	22.36	23.55	23.77	15.96	19.71	21.61	11.45	12.98	13.27
"ENSG00000156650"	"KAT6B"	2.72	3.12	2.91	2.3	1.91	2.41	1.78	2.06	2.08	1.98	1.85	2.48
"ENSG00000156671"	"SAMD8"	5.77	5.3	5.46	4.99	4.1	5.16	6.35	7.52	7.12	7.54	8.02	8.59
"ENSG00000156675"	"RAB11FIP1"	5.37	4.98	4.77	5.21	5.67	6.12	4.22	5.19	4.56	3.72	3.7	4.15
"ENSG00000156687"	"UNC5D"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000156689"	"GLYATL2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000156697"	"UTP14A"	25.72	28.95	24.73	15.22	15.8	14.83	21.91	23.49	22.63	19.94	19.61	21.74
"ENSG00000156709"	"AIFM1"	40.24	39.87	36.36	26.9	26.76	27.15	25.87	30.72	33.34	27.89	28.03	32.31
"ENSG00000156711"	"MAPK13"	0.06	0.07	0.13	0.16	0.15	0.11	0.08	0.1	0.05	0.03	0.04	0.07
"ENSG00000156735"	"BAG4"	12.03	11.79	10.89	10.6	11.18	10.02	7.06	8.45	9.81	8.23	8.34	8.73
"ENSG00000156738"	"MS4A1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000156755"	"IGKV1OR-2"	0.13	0.39	0.27	0	0	0	0.05	0	0	0	0	0
"ENSG00000156787"	"TBC1D31"	8.35	8.37	6.73	6.38	4.84	5.99	4.93	5.99	6.44	4.39	4.13	4.44
"ENSG00000156795"	"WDYHV1"	8.49	8.19	6.48	5.63	5.11	5.48	3.8	5.01	4.96	7.8	5.97	6.77
"ENSG00000156802"	"ATAD2"	25.38	28.42	26.12	20.98	19.18	21.35	11.22	14.29	20.14	12.79	13.9	14.32
"ENSG00000156804"	"FBXO32"	0.29	0.14	0.2	0.39	0.51	0.36	1.57	1.98	1.27	4.84	4.23	4.48
"ENSG00000156831"	"NSMCE2"	8.89	8.82	7.55	7.45	6.96	7.89	13.81	14.37	12.13	13.66	13.84	14.49
"ENSG00000156853"	"ZNF689"	4.03	4.88	3.86	2.52	2.58	2.1	3.52	4.16	4.5	2.18	1.76	2.21
"ENSG00000156858"	"PRR14"	7.4	7.42	8.41	7.83	7.25	7.33	4.58	5.01	5.37	4.86	4.52	5.02
"ENSG00000156860"	"FBRS"	4.95	5.69	6.39	6.42	6.11	6.64	5.11	4.97	4.82	3.35	3.1	3.74
"ENSG00000156869"	"FRRS1"	0.66	0.66	0.6	0.14	0.18	0.16	0.25	0.32	0.19	0.3	0.38	0.46
"ENSG00000156873"	"PHKG2"	11.89	11.86	11.11	13.45	12.97	13.61	11.19	13.42	12.48	7.28	6.62	7.13
"ENSG00000156875"	"MFSD14A"	17.73	17.6	13.94	10.06	8.88	10.69	11.03	13.74	15.57	15.07	16.75	16.64
"ENSG00000156876"	"SASS6"	6.27	6.25	5.72	4.38	3.39	4.84	2.48	3.38	4.58	3.86	3.87	4.2
"ENSG00000156885"	"COX6A2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000156886"	"ITGAD"	0	0	0	0	0	0	0.01	0.02	0	0	0	0
"ENSG00000156920"	"ADGRG4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000156925"	"ZIC3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000156928"	"MALSU1"	90.65	92.31	81.06	45.91	50.74	48.4	28.16	36.58	43.82	34.29	37.61	34.25
"ENSG00000156931"	"VPS8"	4.45	4.77	5.7	8.65	7.39	9.37	9.92	11.62	12.44	11.94	16.12	15.21
"ENSG00000156958"	"GALK2"	10.2	11.05	8.99	7.86	7.97	8.72	13.53	12.44	11.48	10.9	11.83	11.17
"ENSG00000156959"	"LHFPL4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000156966"	"B3GNT7"	0.03	0.04	0.04	0.04	0.02	0.02	0.04	0.12	0.02	0	0	0
"ENSG00000156968"	"MPV17L"	10.97	12.07	10.4	6.7	5.82	6.93	4.19	5.54	5.98	2.69	2.24	2.28
"ENSG00000156970"	"BUB1B"	22.82	24.26	20.82	21.71	20.02	20.7	8.66	12.76	16.6	12.13	11.78	13.21
"ENSG00000156973"	"PDE6D"	14.98	13.77	12.51	14.43	14.14	15.35	13.01	18.22	20.83	13.72	14.17	14.12
"ENSG00000156976"	"EIF4A2"	122.08	120.21	121.04	172.38	145.45	160.53	301.49	356.08	375.38	291.39	299.29	316.95
"ENSG00000156983"	"BRPF1"	4.33	5.1	4.91	3.64	3.63	3.75	4.38	4.32	3.93	5.4	5.74	5.79
"ENSG00000156990"	"RPUSD3"	15.75	14.8	13.61	15.39	16.55	15.56	11.5	13.99	15.54	17.01	16.81	18.35
"ENSG00000157005"	"SST"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157014"	"TATDN2"	4.37	4.62	4.46	3.6	3.81	4.12	2.97	4	3.75	2.44	2.57	2.8
"ENSG00000157017"	"GHRL"	0.15	0.04	0.19	0.17	0.13	0.18	0.21	0.09	0.09	0.09	0.04	0.03
"ENSG00000157020"	"SEC13"	61.27	60.21	49.2	34.1	36.64	35.86	40.94	43.23	43.52	31.98	30.72	32.24
"ENSG00000157021"	"FAM92A1P1"	0.76	0.69	0.65	0.37	0.42	0.56	0.3	0.61	0.62	0.29	0.29	0.29
"ENSG00000157036"	"EXOG"	0.69	1.22	0.95	0.56	0.61	0.79	0.7	0.74	1.01	0.66	0.54	0.6
"ENSG00000157045"	"NTAN1"	21.3	19.19	17.83	14.31	14.06	14.69	12.03	14.09	15.09	12.31	12.7	13.58
"ENSG00000157060"	"SHCBP1L"	0	0	0	0	0	0	0.01	0.01	0	0	0	0.01
"ENSG00000157064"	"NMNAT2"	0.03	0.07	0.11	0.29	0.17	0.29	0.74	0.32	0.26	0.04	0.05	0.06
"ENSG00000157077"	"ZFYVE9"	5.71	5.55	5.12	4.73	3.91	5.06	4.69	5.31	5.33	3.58	3.52	4.46
"ENSG00000157087"	"ATP2B2"	0.03	0.03	0.01	0	0.01	0	0	0	0	0	0	0
"ENSG00000157093"	"LYZL4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157103"	"SLC6A1"	0.01	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157106"	"SMG1"	8.07	8.44	8.57	8.8	7.78	9.7	7.13	7.75	6.04	7.73	7.16	8.79
"ENSG00000157107"	"FCHO2"	4.49	4.11	4.53	4.3	3.8	4.1	4.4	5.89	5.53	4.43	3.81	6.06
"ENSG00000157110"	"RBPMS"	0.15	0.18	0.2	0.64	0.44	0.76	0.7	0.66	0.82	0.2	0.16	0.15
"ENSG00000157111"	"TMEM171"	0.98	1.02	0.87	1.21	0.94	1.06	0.35	0.45	0.55	0.81	0.61	0.65
"ENSG00000157119"	"KLHL40"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157131"	"C8A"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157150"	"TIMP4"	0.01	0	0	0	0	0.01	0.01	0.01	0	0	0	0
"ENSG00000157152"	"SYN2"	0.22	0.23	0.2	0.49	0.43	0.56	0.29	0.46	0.45	0.54	0.45	0.46
"ENSG00000157168"	"NRG1"	0.01	0	0	0.04	0	0.01	0	0	0.03	0	0	0
"ENSG00000157181"	"ODR4"	8.59	10.2	8.85	8.4	7.58	9.53	13.53	14.99	12.78	12.66	14.7	13.97
"ENSG00000157184"	"CPT2"	13.44	11.58	11.23	9.72	9.6	9.98	4.68	6.32	7.93	2.31	2.47	2.64
"ENSG00000157191"	"NECAP2"	29.25	27.87	23.29	22.89	25.27	25.84	22.64	28.38	31.07	27.25	27.32	28.92
"ENSG00000157193"	"LRP8"	12.78	14.25	12.91	5.17	5.59	5.47	11.38	11.32	10.77	5.62	5.91	6.51
"ENSG00000157211"	"CDCP2"	0	0	0	0	0	0	0.01	0	0	0	0	0
"ENSG00000157212"	"PAXIP1"	8.4	8.55	7.9	7.64	7.67	7.89	3.88	4.8	5.52	7.49	7.33	8.15
"ENSG00000157214"	"STEAP2"	0.01	0	0	0.05	0.05	0.08	0.01	0.03	0.03	0.05	0.03	0.06
"ENSG00000157216"	"SSBP3"	9.25	9.26	8.62	9.17	8.15	8.38	2.91	3.76	4.32	2.83	2.45	2.75
"ENSG00000157219"	"HTR5A"	0	0	0	0	0	0	0	0	0	0.03	0	0
"ENSG00000157224"	"CLDN12"	8.99	8.65	8.35	6.38	5.83	5.74	6.1	6.75	6.76	8.15	8.9	9.77
"ENSG00000157227"	"MMP14"	0.07	0.21	0.11	0.11	0.15	0.14	0.1	0.06	0.03	0.07	0.06	0.08
"ENSG00000157240"	"FZD1"	1.17	0.96	0.96	1.82	1.75	1.94	0.82	1.23	1.56	1.21	1.25	1.23
"ENSG00000157259"	"GATAD1"	7.13	7.37	6.52	4.91	4.05	4.98	7.79	9.09	8.54	7.51	7.86	8.04
"ENSG00000157303"	"SUSD3"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157306"	"ZFHX2-AS1"	0.5	0.51	0.67	0.88	0.64	0.69	0.76	0.48	0.56	0.11	0.33	0.41
"ENSG00000157315"	"TMED6"	0.32	0.59	0.45	0.38	0.2	0.26	0.29	0.48	0.52	0.19	0.17	0.15
"ENSG00000157322"	"CLEC18A"	0.04	0.12	0.21	0.18	0.15	0.15	0.1	0.1	0.12	0.04	0.04	0.08
"ENSG00000157326"	"DHRS4"	24.2	20.47	18.64	23.58	24.48	25.8	42.09	55.55	65.22	21.32	20.56	22.02
"ENSG00000157330"	"C1orf158"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157335"	"CLEC18C"	0.07	0.01	0.07	0.09	0.09	0.17	0.22	0.14	0.05	0.03	0.06	0.02
"ENSG00000157343"	"ARMC12"	0.13	0.15	0.14	0.12	0.09	0.05	0.25	0.31	0.21	0.05	0.08	0.08
"ENSG00000157349"	"DDX19B"	27.86	27.44	23.03	19.71	20.02	20.82	33.71	35.48	31.16	22.39	22.72	24.62
"ENSG00000157350"	"ST3GAL2"	13.77	13.92	12.59	10.04	10.91	11.11	6.24	7.98	10.71	6.4	6.22	6.5
"ENSG00000157353"	"FUK"	2.94	3.08	3.1	3.3	3.51	3.78	2.74	3.37	3.78	2.36	2.66	2.83
"ENSG00000157368"	"IL34"	0.02	0.02	0.01	0	0.01	0.03	0.03	0.04	0.04	0.02	0	0.04
"ENSG00000157379"	"DHRS1"	3.29	3.34	3	3.13	3.11	3.25	2.12	2.88	3.52	1.3	1.28	1.64
"ENSG00000157388"	"CACNA1D"	0.06	0.08	0.05	0.02	0.01	0.01	0.04	0.01	0.01	0	0	0
"ENSG00000157399"	"ARSE"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157404"	"KIT"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157423"	"HYDIN"	0.04	0	0	0	0.01	0	0.06	0.05	0.01	0.05	0	0.01
"ENSG00000157426"	"AASDH"	3.48	3.51	2.9	3.56	2.86	3.27	2.86	3.27	3.33	4.47	4.84	4.58
"ENSG00000157429"	"ZNF19"	0.67	0.77	0.85	0.76	0.59	0.72	1.29	1.35	1.61	0.67	0.65	0.69
"ENSG00000157445"	"CACNA2D3"	0	0	0.01	0.02	0.07	0.03	0.02	0.04	0.01	0.01	0.03	0.02
"ENSG00000157450"	"RNF111"	2.54	2.67	3.4	2.4	2.21	2.17	2.1	2.79	2.66	2.5	2.49	3.25
"ENSG00000157456"	"CCNB2"	73.46	74.01	63.83	52.82	53.62	55.42	31.47	42.06	50.49	38.11	38.68	40.8
"ENSG00000157470"	"FAM81A"	4.07	4.19	3.23	1.71	1.7	1.85	0.79	1.19	1.23	1.55	1.54	1.68
"ENSG00000157483"	"MYO1E"	16.64	18	21.27	13.99	14.55	13.42	12.35	15.45	17.2	6.17	6.6	6.78
"ENSG00000157500"	"APPL1"	15.63	15.77	15.21	11.97	9.75	11.69	9.09	10.29	12.15	11.64	12.04	12.78
"ENSG00000157502"	"MUM1L1"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157510"	"AFAP1L1"	2.45	2.32	2.26	0.3	0.37	0.37	0.28	0.39	0.36	0.67	0.49	0.56
"ENSG00000157514"	"TSC22D3"	0.55	0.24	0.28	0.19	0.31	0.25	3.77	3.24	1.33	3.24	3.18	3.65
"ENSG00000157538"	"VPS26C"	17.07	16.35	14.49	10.89	11.08	11.42	12.6	14.78	13.88	21.92	21.2	24.08
"ENSG00000157540"	"DYRK1A"	14.01	15.59	15.5	14.41	13.92	14.43	17.53	18.39	18.51	23.85	25.81	27.9
"ENSG00000157542"	"KCNJ6"	0	0	0	0	0	0	0.01	0	0	0	0	0
"ENSG00000157551"	"KCNJ15"	0	0	0	0.03	0.01	0.01	0	0	0	0.01	0	0
"ENSG00000157554"	"ERG"	0	0	0	0	0	0	0	0	0	0.01	0	0
"ENSG00000157557"	"ETS2"	1.02	1.41	1.09	1.74	1.78	2.03	3.14	2.5	1.39	3.01	2.86	3.35
"ENSG00000157570"	"TSPAN18"	0.04	0.03	0.06	0.21	0.23	0.32	0.07	0.11	0.05	0.04	0.05	0.05
"ENSG00000157578"	"LCA5L"	0.99	0.77	0.66	0.93	0.55	0.72	0.99	1.03	0.87	0.56	0.66	0.61
"ENSG00000157593"	"SLC35B2"	32.71	30.35	26.2	28	29.25	29.54	17.99	21.73	20.82	21.85	23.3	22.95
"ENSG00000157600"	"TMEM164"	6.36	6.73	6.76	5.6	4.43	4.86	3.19	4.29	4.6	5.67	5.28	5.5
"ENSG00000157601"	"MX1"	0.33	0.26	0.55	0.36	0.38	0.36	0.56	0.64	0.54	0.29	0.31	0.49
"ENSG00000157613"	"CREB3L1"	2.27	2.04	2.19	0.67	0.64	0.99	0.37	0.44	0.28	0.22	0.34	0.22
"ENSG00000157617"	"C2CD2"	5.47	5.79	5.37	6.71	5.54	5.98	5.03	6.49	6.84	5.77	5.9	6.65
"ENSG00000157625"	"TAB3"	1.8	1.74	1.78	2.12	1.67	2.28	1.93	2.02	2.37	1.38	1.44	1.65
"ENSG00000157637"	"SLC38A10"	17.39	17.43	17.19	21.54	21.74	22.06	13.84	16.71	20.24	14.19	14.45	15.64
"ENSG00000157653"	"C9orf43"	0.49	0.42	0.34	0.28	0.2	0.33	0.27	0.38	0.31	0.51	0.51	0.33
"ENSG00000157654"	"PALM2-AKAP2"	0.02	0	0	0.02	0	0	0	0	0	0	0	0
"ENSG00000157657"	"ZNF618"	0.51	0.55	0.64	2.24	1.9	2.66	0.39	0.63	0.69	0.78	0.64	0.91
"ENSG00000157680"	"DGKI"	0	0	0	0	0.02	0.03	0.05	0	0	0.05	0.01	0.05
"ENSG00000157693"	"TMEM268"	3.51	3.52	3.25	2.41	2.49	3.05	4.44	4.29	4.33	3.02	3.16	3.59
"ENSG00000157703"	"SVOPL"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157734"	"SNX22"	0.67	0.82	0.75	0.55	0.49	0.48	0.84	0.69	0.47	0.39	0.45	0.44
"ENSG00000157741"	"UBN2"	2.03	1.49	1.68	1.52	1.11	1.75	1.02	1.02	0.85	1.24	1.38	1.17
"ENSG00000157764"	"BRAF"	7.14	6.88	6.9	6.69	5.57	7.6	7.33	7.65	7.33	9.03	9.72	11.34
"ENSG00000157765"	"SLC34A2"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157766"	"ACAN"	0	0	0	0	0	0	0.05	0	0	0	0	0
"ENSG00000157778"	"PSMG3"	47.81	51.53	42.53	31.4	34.95	33.85	29.11	36.37	36.84	25.2	25.41	26.89
"ENSG00000157782"	"CABP1"	0.02	0	0.01	0.02	0.01	0.02	0.01	0	0.02	0.02	0.03	0.01
"ENSG00000157796"	"WDR19"	6.2	5.62	6.7	3.5	3.11	4.01	5.93	5.68	6.05	4.38	4.45	5.24
"ENSG00000157800"	"SLC37A3"	12.42	12.66	11.8	14.67	13.42	13.67	12.67	14.37	13.19	16.03	17.62	18.27
"ENSG00000157823"	"AP3S2"	12.52	12.58	11.02	8.21	8.27	8.24	9.73	13.05	11.41	7	6.87	6.61
"ENSG00000157827"	"FMNL2"	17.37	20.17	17.71	19.83	16.18	19.66	32.45	37.15	36.07	26.58	27.54	30.3
"ENSG00000157833"	"GAREM2"	0.61	0.92	0.76	1.22	1.09	1.2	1.27	1.07	1.65	1.13	0.9	1.18
"ENSG00000157837"	"SPPL3"	5.54	6.71	6.13	5.76	4.64	6	5.11	6.63	6.12	4.87	5.09	7.07
"ENSG00000157851"	"DPYSL5"	5.49	5.53	5.3	7.47	7.71	8.12	2.33	3.51	4.14	4.79	4.85	4.96
"ENSG00000157856"	"DRC1"	0.04	0.07	0.18	0.04	0.11	0.05	0.14	0.1	0.08	0.01	0.02	0.06
"ENSG00000157869"	"RAB28"	7.77	7.25	5.58	5.74	5.37	5.94	6.73	7	7.78	4.75	5.56	5.67
"ENSG00000157870"	"FAM213B"	11.17	10.74	9.26	9.5	9.45	9.79	3.83	5.47	6.49	4.64	4.47	4.73
"ENSG00000157873"	"TNFRSF14"	0.07	0.1	0.07	0.18	0.12	0.13	0.1	0.11	0.09	0.09	0.09	0.08
"ENSG00000157881"	"PANK4"	10.53	11.94	10.96	8.77	10.62	9.42	4.88	5.51	6.98	9.56	8.78	9.73
"ENSG00000157884"	"CIB4"	0.03	0	0	0.15	0.32	0.3	0.16	0.29	0.21	0.14	0.22	0
"ENSG00000157890"	"MEGF11"	1.56	1.22	1.54	0.86	1.01	1.03	1.03	1.53	1.57	0.63	0.91	0.63
"ENSG00000157895"	"C12orf43"	7.73	8.08	6.39	5.7	6.16	6.2	4.56	6.49	5.91	5.34	5.55	5.09
"ENSG00000157911"	"PEX10"	14.6	14.88	13.44	14.24	16.14	14.76	11.94	13.98	15.01	14.22	14.73	14.9
"ENSG00000157916"	"RER1"	99.2	107.79	84.47	75.24	81.25	78.47	62.89	77.08	85.01	62.07	63.18	66.59
"ENSG00000157927"	"RADIL"	0.03	0.01	0.01	0.02	0.02	0.03	0.22	0.09	0.03	0.1	0.04	0.05
"ENSG00000157933"	"SKI"	4.76	5.12	4.49	5	4.98	6.31	3.38	3.22	3.58	2.67	2.34	2.43
"ENSG00000157954"	"WIPI2"	40.86	41.45	35.32	28.81	29.46	30.6	25.13	30.82	32.48	35.49	34.56	36.72
"ENSG00000157965"	"SSX8"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000157978"	"LDLRAP1"	4.73	4.44	4.18	4.13	4.43	4.63	1.8	2.92	3.45	1.94	2.04	2.2
"ENSG00000157985"	"AGAP1"	3.43	4.06	3.5	2.57	3.31	2.71	2.45	2.9	3.36	3.24	2.97	3.18
"ENSG00000157992"	"KRTCAP3"	0.35	0.28	0.37	0.18	0.3	0.26	0.14	0.13	0.14	0.08	0.1	0
"ENSG00000157999"	"ANKRD61"	0.15	0.29	0.22	0.21	0.19	0.15	0.15	0.13	0.19	0.07	0.04	0.08
"ENSG00000158006"	"PAFAH2"	1.89	2.08	1.74	1.62	1.33	1.94	1.28	1.56	1.83	1.37	1.09	1.29
"ENSG00000158008"	"EXTL1"	0.02	0.03	0.04	0.04	0.02	0.08	0.03	0.05	0.02	0.01	0.02	0.01
"ENSG00000158014"	"SLC30A2"	0.01	0	0	0.01	0	0	0	0.01	0	0	0	0.01
"ENSG00000158019"	"BABAM2"	18.41	17.68	15.57	11.43	11.82	12.02	14.58	16.99	17.44	9.25	8.98	9.62
"ENSG00000158022"	"TRIM63"	0.01	0	0	0	0	0	0.01	0	0.02	0.01	0	0.03
"ENSG00000158023"	"WDR66"	0.11	0.15	0.08	0.19	0.09	0.14	0.18	0.16	0.16	0.19	0.06	0.04
"ENSG00000158042"	"MRPL17"	33	31.96	25.71	21.04	24.18	23.63	17.97	23.17	23.76	14.4	14.73	14.1
"ENSG00000158050"	"DUSP2"	2.78	3.09	2.57	9.15	9.55	10.25	17.05	15.49	7.52	32.26	30.68	30.61
"ENSG00000158055"	"GRHL3"	0.01	0	0	0	0.04	0	0.02	0	0	0.01	0	0
"ENSG00000158062"	"UBXN11"	3.33	3.13	3.41	3.5	3.36	3.71	3.23	3.33	3.66	2.83	2.88	2.91
"ENSG00000158077"	"NLRP14"	0.03	0.01	0.02	0.01	0.03	0.02	0.03	0.03	0.02	0.01	0.01	0.01
"ENSG00000158079"	"PTPDC1"	2.56	2.8	2.52	2.49	2.14	2.73	5.63	5.21	4.11	4.76	4.62	4.89
"ENSG00000158089"	"GALNT14"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000158092"	"NCK1"	19.85	22	17.27	25.66	26.29	24.95	32.1	34.18	26.69	21.99	24.38	25.25
"ENSG00000158104"	"HPD"	0	0	0	0	0	0.01	0.09	0.01	0.01	0.01	0.06	0.02
"ENSG00000158106"	"RHPN1"	5.12	5.28	8.15	11.23	9.83	9.73	4.68	5.32	5.11	4.75	5.55	5.5
"ENSG00000158109"	"TPRG1L"	7.11	6.21	5.84	4.62	4.11	4.87	5.26	6.51	6.19	3.2	3.05	3.42
"ENSG00000158113"	"LRRC43"	0	0	0.01	0	0	0.01	0.02	0.01	0.01	0.01	0.01	0.02
"ENSG00000158122"	"AAED1"	8.62	8.51	6.97	4.16	3.61	4.46	5.59	6.31	6.77	6.66	6.84	7.24
"ENSG00000158125"	"XDH"	2.82	2.54	2.49	0.32	0.24	0.2	0.02	0.06	0.03	0.09	0.1	0.11
"ENSG00000158156"	"XKR8"	0	0	0	0	0.01	0.01	0	0	0	0	0.01	0
"ENSG00000158158"	"CNNM4"	5.68	5.95	5.61	5.22	5.26	5.07	4.65	4.84	4.59	4.75	4.7	5.02
"ENSG00000158161"	"EYA3"	4.88	5.47	4.5	2.62	2.99	3.12	2.12	2.82	3.06	3.2	2.63	3.04
"ENSG00000158163"	"DZIP1L"	1.04	0.84	1.04	2.05	1.87	2.19	1.02	1.19	1.5	0.98	1.14	1.2
"ENSG00000158164"	"TMSB15A"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000158169"	"FANCC"	6.47	6.36	6.1	4.54	3.48	4.36	3.42	4.18	4.48	2.11	2.35	2.53
"ENSG00000158186"	"MRAS"	1.86	1.49	1.26	2.44	2.02	2.77	2.79	2.73	3.55	1.46	1.55	1.76
"ENSG00000158195"	"WASF2"	9.6	9.1	8.86	8.1	7.48	9.68	5	5.79	7.04	4.93	5.09	5.86
"ENSG00000158201"	"ABHD3"	10.11	9.96	9.22	5.63	5.33	5.74	14.42	11.28	7.35	7.63	7.16	7.22
"ENSG00000158220"	"ESYT3"	0.01	0.01	0.11	0.09	0.07	0.05	0.06	0.06	0.01	0	0.03	0.02
"ENSG00000158234"	"FAIM"	16.85	16.89	13.12	17.03	16.67	16.75	12.93	15.29	17.43	15.36	16.61	17.99
"ENSG00000158246"	"TENT5B"	1.45	1.21	1.17	1.52	1.71	1.72	1.03	1.16	0.91	1	0.98	0.96
"ENSG00000158258"	"CLSTN2"	0	0	0	0	0	0	0	0	0	0.01	0.02	0.02
"ENSG00000158270"	"COLEC12"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000158286"	"RNF207"	5.44	6.8	8.52	11.05	8.84	10.35	2.59	4.31	3.8	2.62	2.69	3.71
"ENSG00000158290"	"CUL4B"	27.91	26	24.11	15.08	12.13	16.48	13.25	16.79	20.31	23.66	25.63	27.05
"ENSG00000158292"	"GPR153"	2.55	2.6	2.58	1.93	1.9	2.07	0.6	0.73	1.05	0.64	0.69	0.77
"ENSG00000158296"	"SLC13A3"	0.08	0	0.02	0	0	0.01	0.01	0	0.03	0	0	0
"ENSG00000158301"	"GPRASP2"	6.11	5.72	4.71	6.97	6.66	7.7	7.26	7.39	8.84	2.03	2.43	2.68
"ENSG00000158315"	"RHBDL2"	0.1	0.16	0.09	0.04	0.02	0.06	0.01	0.06	0.05	0.03	0.01	0.03
"ENSG00000158321"	"AUTS2"	0.03	0.01	0	0.08	0.03	0.04	0	0.01	0	0.01	0.04	0.03
"ENSG00000158352"	"SHROOM4"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSG00000158373"	"HIST1H2BD"	1010.21	1042.95	850.84	476.09	520.66	500.74	138.76	252.35	385.79	269.15	277.51	286.77
"ENSG00000158402"	"CDC25C"	20.1	18.72	17.03	16.84	17.08	18.25	11.47	14.57	14.99	9.64	9.61	10.36
"ENSG00000158406"	"HIST1H4H"	753.21	819.08	646	324.73	378.87	343.98	147.71	228.81	302.34	244.96	235.22	273.58
"ENSG00000158411"	"MITD1"	21.46	21.82	19.09	24.38	19.74	23.47	24.35	28.24	29.93	23.61	26.16	25.12
"ENSG00000158417"	"EIF5B"	10.06	9.95	8.65	8.2	6.69	10.15	6.73	8.72	9.51	7.58	6.34	9.36
"ENSG00000158423"	"RIBC1"	0.15	0.15	0.2	0.34	0.26	0.39	0.22	0.3	0.36	0.12	0.12	0.2
"ENSG00000158427"	"TMSB15B"	0.01	0	0	0	0	0.01	0	0	0	0	0.01	0
"ENSG00000158428"	"CATIP"	0.09	0.11	0.05	0.08	0.04	0.07	0.05	0.07	0.03	0.05	0.02	0.06
"ENSG00000158435"	"CNOT11"	24.07	24.71	21.08	19.86	19.64	21.13	11.95	14.66	16.26	14.89	15.54	16.64
"ENSG00000158445"	"KCNB1"	0.02	0.02	0.01	0.03	0.02	0.04	0.02	0.01	0.03	0.01	0.01	0.01
"ENSG00000158457"	"TSPAN33"	3.31	2.6	2.75	3.75	3.68	3.51	3.71	4.3	4.21	3.17	3.43	3.39
"ENSG00000158458"	"NRG2"	0.08	0.07	0.03	0.06	0.05	0.03	0.08	0.12	0.11	0.05	0.08	0.07
"ENSG00000158467"	"AHCYL2"	2.87	2.68	2.83	1.96	1.58	1.96	2.24	2.57	2.55	3.01	3.28	3.59
